"Easting","Northing","City","Administrative.unit","X6.29.18","X7.6.18","X7.13.18","X7.20.18","X7.27.18","X8.3.18","X8.10.18","X8.17.18","X8.24.18","X8.31.18","X9.7.18","X9.14.18","X9.21.18","X9.28.18","X10.5.18","X10.12.18","X10.19.18","X10.26.18","X11.2.18","X11.9.18","X11.16.18","X11.23.18","X11.30.18","X12.7.18","X12.14.18","X12.21.18","X12.28.18","X1.4.19","X1.11.19","X1.18.19","X1.25.19","X2.1.19","X2.8.19","X2.15.19","X2.22.19","X3.1.19","X3.8.19","X3.15.19","X3.22.19","X3.29.19","X4.5.19","X4.12.19","X4.19.19","X4.26.19","X5.3.19","X5.10.19"
414500,437500,"Shipley U.D.","Shipley U.D.",0,0,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,8,36.2,32.2,26.2,34.2,10.1,18.1,4,0,0,0,0,0,2,0,4,14.1,12.1,20.1,8,2,4,4,0,4,0,0,0
349500,312500,"Shrewsbury M.B.","Shrewsbury M.B.",1.9,3.8,3.8,7.5,1.9,0,1.9,0,0,0,0,0,0,0,0,1.9,7.5,24.5,37.7,54.6,16.9,7.5,5.6,3.8,5.6,3.8,7.5,0,0,3.8,0,3.8,0,5.6,9.4,15.1,15.1,13.2,5.6,5.6,5.6,3.8,3.8,0,1.9,0
402500,287500,"Smethwick","Smethwick",0.8,9.2,8.4,0.8,1.5,0.8,3.1,0,0,0,0,0,0,0,0,0,0.8,2.3,7.7,16.1,23.8,27.6,28.4,20.7,6.9,3.8,3.1,1.5,0,0,0,0.8,0.8,0.8,5.4,14.6,17.7,16.1,6.1,3.1,0,0,0.8,0.8,0,0.8
436500,566500,"South Shields","South Shields",1.5,6.4,5.9,7.9,0.5,1,0.5,0.5,0.5,0.5,0,0,0,1,1,1,0,1,6.9,15.8,24.2,48.9,50.3,31.1,18.8,8.4,2.5,1,2,1.5,1,3,8.4,12.8,18.8,17.8,11.8,3,4.9,2,2,1,1.5,1,0.5,0.5
512500,180500,"Southall Norwood U.D.","Southall Norwood U.D.",0,3.5,0,3.5,3.5,0,1.8,1.8,0,0,0,0,0,0,1.8,0,3.5,7,12.3,21.1,10.5,28.1,21.1,10.5,5.3,1.8,1.8,0,1.8,0,0,0,0,1.8,1.8,7,1.8,5.3,1.8,3.5,1.8,0,0,1.8,0,0
443500,113500,"Southampton","Southampton",0,2.3,1.4,0.9,0,0.9,0.5,0.5,0,0,0.5,0.5,0.5,1.4,5,27.7,41.4,30.5,17.7,8.6,3.6,3.2,3.2,3.2,0,0.9,0,0.9,1.4,0.5,0.5,0.9,0,2.3,8.2,16.4,7.3,6.4,3.6,1.8,0.9,2.7,1.4,0.9,0,0
587500,186500,"Southend-on-Sea","Southend-on-Sea",0,0,2.9,0.7,2.2,0,0.7,2.2,0,1.5,0,0.7,1.5,0.7,2.2,2.9,11.1,25.8,22.9,19.9,6.6,7.4,2.2,5.2,2.2,4.4,0.7,2.9,2.2,1.5,1.5,0,3.7,7.4,4.4,11.8,5.2,5.9,3.7,2.2,2.2,1.5,2.2,0,2.9,0
530500,194500,"Southgate U.D.","Southgate U.D.",0,2.9,2.9,0,0,0,0,1.5,0,0,1.5,0,0,0,1.5,7.4,7.4,11.8,26.5,14.7,14.7,8.8,10.3,5.9,4.4,0,0,1.5,1.5,0,0,1.5,5.9,2.9,10.3,19.2,5.9,10.3,5.9,2.9,4.4,1.5,0,1.5,0,0
334500,417500,"Southport","Southport",0.8,0.8,4.1,1.6,3.3,0.8,0,0.8,0,0,0,0,0.8,0,0,0,7.4,10.6,22.9,27,9,11.5,10.6,8.2,5.7,5.7,1.6,0.8,1.6,2.5,1.6,4.1,5.7,6.6,25.4,22.9,13.9,5.7,5.7,2.5,0,0,0,0,0,0.8
419500,425500,"Spenborough U.D.","Spenborough U.D.",0,3.5,7.1,5.3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,3.5,14.1,22.9,31.7,40.6,17.6,5.3,5.3,0,0,1.7,0,0,0,7.1,1.8,26.5,17.6,0,5.3,3.5,0,1.8,0,0,0,0
515500,207500,"St. Albans M.B.","St. Albans M.B.",0,2.2,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,24.6,49.2,24.6,17.9,11.2,4.5,6.7,4.5,0,0,2.2,0,0,0,0,4.5,8.9,17.9,13.4,11.2,4.5,0,6.7,0,0,2.2,0,0
350500,395500,"St. Helens","St. Helens",0,3.5,4,4.6,5.2,2.9,1.2,0.6,1.2,0,0.6,0,0,0.6,1.7,1.7,4,16.7,19,19,8.1,9.2,15,28.8,17.3,7.5,3.5,1.2,1.2,0,1.2,3.5,2.9,8.6,21.9,31.6,16.1,8.6,2.9,3.5,0.6,0,0.6,0.6,0,0.6
392500,323500,"Stafford M.B.","Stafford M.B.",0,2.2,15.1,19.4,2.2,4.3,0,0,0,0,0,0,0,0,0,0,0,8.6,8.6,34.6,13,8.6,4.3,0,2.2,6.5,4.3,4.3,2.2,0,0,0,0,0,4.3,15.1,13,19.4,6.5,4.3,4.3,2.2,0,0,0,0
396500,398500,"Stalybridge M.B.","Stalybridge M.B.",2.2,4.4,8.8,8.8,4.4,2.2,0,0,0,0,0,0,0,0,0,0,2.2,4.4,2.2,11,19.9,17.7,24.3,17.7,11,6.6,4.4,2.2,0,0,0,0,0,4.4,11,13.2,37.5,26.5,17.7,6.6,4.4,0,2.2,2.2,0,0
419500,552500,"Stanley U.D.","Stanley U.D.",0,4.8,4.8,21.5,4.8,2.4,0,2.4,0,0,0,0,0,0,0,0,0,2.4,23.9,33.5,28.7,21.5,9.6,12,12,2.4,2.4,2.4,0,0,2.4,0,7.2,4.8,19.1,2.4,4.8,12,7.2,9.6,0,2.4,0,0,0,0
389500,390500,"Stockport","Stockport",0,2.3,7.2,8.1,3.6,1.4,0.5,0,0,0,0,0,0.5,0.5,0,0,1.4,1.8,5.4,11.3,20.3,42.9,33,12.2,6.3,2.7,0,0,1.8,0,0.9,0,1.4,3.2,6.3,12.2,9.5,8.6,5.4,2.7,0.9,0,0.5,0,0,0.5
443500,520500,"Stockton-on-Tees M.B.","Stockton-on-Tees M.B.",4.6,6.4,7.3,7.3,2.7,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,1.8,0.9,4.6,11,32.9,34.7,43.9,26.5,7.3,6.4,2.7,2.7,1.8,0.9,0,0,0.9,2.7,4.6,5.5,8.2,8.2,4.6,4.6,5.5,1.8,0.9,0,0,0.9
387500,347500,"Stoke-on-Trent","Stoke-on-Trent",0.5,4,11.3,9.8,2.8,1.3,1.5,0.5,0.3,0.3,0.5,0,0.3,0.3,0.3,1.5,5,17.8,39.5,37.8,21.3,14.5,11,5.3,4.3,2,1.3,0.8,2,0.8,0.3,0.3,2.8,8,15.3,18,17.3,15.5,9.3,5,3.3,2.5,1,1.8,0.3,1.3
379500,394500,"Stretford U.D.","Stretford U.D.",0,12.8,12.8,1.3,0,0,0,1.3,0,0,0,0,0,0,0,1.3,0,3.9,5.1,9,16.7,18,34.7,3.9,7.7,1.3,0,1.3,1.3,1.3,0,0,0,5.1,7.7,25.7,16.7,7.7,6.4,5.1,1.3,1.3,1.3,1.3,0,1.3
439500,557500,"Sunderland","Sunderland",3.6,13,10.1,1.4,1.4,0.4,0.4,0,0,0,0,0.4,0,0,0,0,0.4,0.4,2.2,5.4,14.1,31.8,65.8,53.5,22.8,9,2.5,2.5,2.2,0.4,2.5,2.9,3.3,6.2,11.6,15.9,11.9,5.8,3.6,2.9,1.4,0.7,0.4,1.1,0.4,0
413500,295500,"Sutton Coldfield M.B.","Sutton Coldfield M.B.",0,0,5,5,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,15.1,32.7,15.1,10.1,20.2,12.6,5,2.5,0,2.5,0,0,0,0,2.5,2.5,7.6,15.1,10.1,5,2.5,2.5,2.5,0,0,2.5,0,0
525500,164500,"Sutton U.D.","Sutton U.D.",0,2.7,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,16.3,8.1,0,2.7,0,2.7,0,0,0,0,0,0,0,5.4,2.7,8.1,0,10.8,0,5.4,0,2.7,0,0,0,2.7,0
449500,358500,"Sutton-in-Ashfield U.D.","Sutton-in-Ashfield U.D.",0,4.8,4.8,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,31.2,45.6,62.4,69.5,19.2,9.6,2.4,0,0,0,0,0,0,2.4,0,4.8,7.2,0,2.4,0,2.4,2.4,0,4.8,2.4,0,0
264500,194500,"Swansea","Swansea",0,2.4,4.3,1.9,0,0.9,0,0.5,0,0,0.5,0,0,0,0,0.5,3.3,12.3,22.3,37.9,18.8,10.3,9.2,4.8,2.6,0.7,0.7,1.5,0.4,1.1,0,0.7,1.1,1.5,1.5,8.9,12.6,6.3,6.6,4.4,2.2,1.5,2.2,0.4,0.4,1.1
416500,185500,"Swindon M.B.","Swindon M.B.",0,1,0,2.1,2.1,0,1,0,1,0,1,0,0,1,0,0,1,11.4,41.4,37.2,13.4,11.4,10.3,4.1,1,0,0,0,0,0,0,0,0,0,4.1,3.1,4.1,3.1,3.1,1,0,2.1,2.1,1,0,0
377500,401500,"Swinton and Pendlebury U.D.","Swinton and Pendlebury U.D.",5.7,13.3,9.5,3.8,3.8,0,0,0,0,0,0,0,0,0,0,1.9,0,1.9,9.5,9.5,18.9,13.3,30.3,24.6,30.3,5.7,1.9,0,0,0,0,1.9,0,1.9,3.8,18.9,5.7,7.6,1.9,3.8,0,3.8,1.9,1.9,0,0
323500,124500,"Taunton M.B.","Taunton M.B.",0,2.7,0,0,2.7,5.3,0,2.7,0,2.7,5.3,0,2.7,0,0,2.7,8,0,5.3,10.6,10.6,16,16,5.3,0,0,0,0,0,0,0,0,5.3,0,2.7,2.7,5.3,5.3,0,0,2.7,0,2.7,0,0,0
395500,292500,"Tipton U.D.","Tipton U.D.",0,10,6.7,8.3,5,0,0,1.7,0,0,0,0,0,1.7,0,0,1.7,1.7,3.3,30.1,65.1,58.4,28.4,31.7,3.3,1.7,1.7,0,1.7,0,0,0,1.7,8.3,5,8.3,15,5,0,3.3,1.7,1.7,3.3,0,3.3,1.7
394500,424500,"Todmorden M.B.","Todmorden M.B.",0,7.5,14.9,5,0,0,0,0,0,2.5,0,0,0,0,0,0,2.5,0,7.5,14.9,12.4,22.4,19.9,10,5,2.5,5,2.5,0,0,0,0,0,2.5,0,19.9,22.4,27.4,14.9,2.5,2.5,0,7.5,0,5,0
291500,65500,"Torquay M.B.","Torquay M.B.",0,0,3.4,1.7,0,3.4,0,0,0,0,0,0,0,0,3.4,0,5.1,6.8,18.7,32.3,22.1,15.3,5.1,5.1,3.4,1.7,6.8,0,1.7,0,0,6.8,0,0,10.2,15.3,5.1,5.1,1.7,3.4,1.7,3.4,3.4,0,0,0
533500,190500,"Tottenham U.D.","Tottenham U.D.",0.4,3.3,1.9,5.2,1.5,0.4,0.4,0,0,0,1.1,1.9,4.1,4.1,7.1,12.6,20.5,27.5,23.1,14.9,6.3,9.3,10,6.7,2.6,1.9,3.3,0.7,1.1,1.1,0.4,0,1.5,1.9,6.3,5.6,9.7,6,2.6,1.9,0.7,0.4,1.9,0.4,0.7,0.4
314500,209500,"Tredegar U.D.","Tredegar U.D.",0,0,0,2.3,4.6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6.8,2.3,22.8,15.9,9.1,9.1,0,4.6,4.6,0,0,0,2.3,0,2.3,2.3,2.3,13.7,0,9.1,0,0,0,2.3,4.6,0
515500,173500,"Twickenham U.D.","Twickenham U.D.",1.5,3,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,1.5,1.5,9.1,41,37.9,18.2,15.2,7.6,12.1,9.1,0,1.5,1.5,3,0,0,0,0,7.6,9.1,15.2,0,3,1.5,1.5,1.5,0,0,1.5,0,0
435500,569500,"Tynemouth","Tynemouth",0,1.9,5.6,2.8,3.7,0.9,0,0,0.9,0,0,0,0,0,0,0.9,0,3.7,8.4,27.1,23.4,28.1,22.5,14,4.7,1.9,0,0.9,0.9,0,0.9,2.8,12.2,21.5,29,15.9,6.5,3.7,0.9,0.9,0.9,0,0,0,0,0
433500,420500,"Wakefield","Wakefield",3.5,6.9,12.7,4.6,2.3,1.2,1.2,2.3,0,0,0,0,0,0,0,0,4.6,4.6,13.8,24.2,11.5,18.4,10.4,6.9,4.6,3.5,1.2,0,2.3,0,0,0,1.2,5.8,35.7,46.1,24.2,10.4,5.8,2.3,2.3,0,0,0,0,0
330500,392500,"Wallasey","Wallasey",0,0.6,3.2,1.3,0.6,0.6,0,0.6,0.6,0,0,0.6,0,0,1.3,4.5,11.6,21.2,18.7,18,5.2,3.9,8.4,12.2,7.7,4.5,5.8,3.9,3.2,3.9,1.3,0,5.8,16.1,18,14.2,9,7.1,1.9,3.2,1.9,0.6,1.3,0.6,0.6,0
429500,566500,"Wallsend M.B.","Wallsend M.B.",0,3.6,12,2.4,4.8,1.2,0,1.2,2.4,0,0,0,1.2,0,1.2,1.2,1.2,9.6,34.7,84.9,44.3,31.1,14.4,14.4,8.4,3.6,3.6,0,2.4,1.2,0,3.6,10.8,12,13.2,15.6,19.1,12,4.8,0,0,2.4,0,1.2,0,1.2
401500,298500,"Walsall","Walsall",1.2,5.4,13.1,7.1,6.5,1.2,2.4,0.6,0.6,0.6,0,0,0.6,0,0,0,1.2,3,5.4,19.6,29.1,38.7,41.6,31.5,8.3,1.8,1.8,0,1.2,0,0.6,1.2,1.2,3,5.9,7.7,5.4,4.2,4.2,3,2.4,1.8,1.2,0.6,0,0
537500,189500,"Walthamstow U.D.","Walthamstow U.D.",0.5,0.9,2.7,1.8,0.9,0.9,0,0,0,0,0,0,0,1.4,1.8,5.5,25.6,43.9,38,18.8,10.5,11.9,8.7,7.3,0.9,2.7,0,0.9,0,0.5,0,0.9,0.9,2.7,3.2,4.1,4.1,3.7,1.4,2.3,1.4,2.7,0.9,0.9,0,0.5
360500,388500,"Warrington","Warrington",0.8,4.6,8.4,13.7,9.9,1.5,0.8,0,0,0,0,0,0,0.8,0.8,0,0.8,3.8,3.8,15.9,16.7,35.7,36.4,25.8,12.1,6.1,3.8,2.3,2.3,0.8,0.8,1.5,0,5.3,11.4,18.2,19.7,17.5,12.1,6.8,5.3,0.8,0.8,1.5,0.8,0
331500,398500,"Waterloo with Seaforth U.D.","Waterloo with Seaforth U.D.",0,2.1,0,0,2.1,0,0,0,0,0,0,0,0,0,0,4.1,4.1,26.9,24.8,8.3,10.3,4.1,8.3,6.2,0,0,0,0,0,2.1,2.1,6.2,2.1,12.4,24.8,24.8,12.4,6.2,0,2.1,2.1,0,0,0,0,0
510500,197500,"Watford U.D.","Watford U.D.",2.3,3.5,1.2,1.2,0,1.2,0,2.3,0,0,0,0,0,0,2.3,4.6,4.6,19.7,40.5,26.6,9.3,9.3,9.3,9.3,6.9,1.2,3.5,0,0,1.2,0,2.3,2.3,1.2,5.8,9.3,8.1,3.5,3.5,1.2,0,3.5,0,1.2,0,1.2
398500,295500,"Wednesbury M.B.","Wednesbury M.B.",0,1.8,12.8,5.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,20,38.3,82,69.2,38.3,12.8,3.6,1.8,0,0,1.8,1.8,0,0,1.8,1.8,7.3,3.6,9.1,3.6,3.6,1.8,0,0,0,0,0
399500,292500,"West Bromwich","West Bromwich",0,10.1,16.3,7.7,2.3,0,1.5,0,0.8,0,0,0,0,0,0.8,0,0.8,7.7,19.4,32.5,44.9,42.6,51.1,21.7,7,3.1,1.5,1.5,0,2.3,0,0.8,0.8,1.5,10.8,18.6,22.5,8.5,6.2,4.6,1.5,2.3,0,1.5,0,0
540500,183500,"West Ham","West Ham",0.6,3.4,6,3.6,2,1.2,1,0.4,0.8,0,0.2,0,0.4,0.2,0.6,3,6.9,26.2,48.4,45.4,26.4,13.3,7.9,4.6,3.4,2,1.2,1,0.8,0.4,1,1.4,1.8,4.4,7.1,7.9,8.1,3.8,1.6,2.2,1,1,1.6,0,0.2,0.2
450240,532320,"West Hartlepool","West Hartlepool",3.4,5.9,11.9,2.5,1.7,0,0,0.8,0.8,0,0,0,0,0,0,0,0.8,1.7,11.9,16.1,26.3,29.7,41.6,26.3,21.2,8.5,2.5,3.4,0.8,2.5,0.8,0.8,2.5,5.9,23.8,21.2,9.3,6.8,1.7,0.8,0,0,0.8,0.8,0.8,0
332500,161500,"Weston-super-Mare U.D.","Weston-super-Mare U.D.",0,2.3,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,4.6,18.2,18.2,34.2,27.3,31.9,13.7,4.6,0,0,0,0,2.3,0,0,0,0,9.1,6.8,0,9.1,0,2.3,0,0,0,2.3,0,0
367500,79500,"Weymouth and Melcombe Regis M.B.","Weymouth and Melcombe Regis M.B.",4.7,0,0,0,2.3,0,2.3,0,0,0,0,0,0,0,0,0,0,4.7,21.1,28.1,4.7,2.3,4.7,0,9.4,4.7,4.7,0,2.3,7,0,2.3,2.3,11.7,2.3,21.1,9.4,7,4.7,4.7,0,0,0,0,0,2.3
351500,385500,"Widnes M.B.","Widnes M.B.",0,1.6,3.3,13.2,9.9,4.9,0,0,0,0,0,0,0,0,0,0,4.9,3.3,4.9,23.1,31.3,13.2,11.5,13.2,13.2,6.6,0,0,1.6,1.6,1.6,8.2,3.2,3.2,23.1,34.6,16.5,28,4.9,4.9,4.9,1.6,0,1.6,0,0
385500,405500,"Wigan","Wigan",0,2.6,3.9,11,5.2,3.9,0.6,1.3,0.6,0,0,0,0.6,0.6,0,0.6,5.8,22.1,20.1,14.9,11.7,7.1,5.2,9.7,11,7.1,2.6,3.2,1.3,1.9,1.9,5.8,16.9,18.8,16.2,11,5.2,6.5,2.6,7.8,4.5,2.6,2.6,0,0.6,0.6
449500,86500,"Wight, Isle of","Wight, Isle of",0.7,0.7,1.3,0.7,2,0.7,0,0.7,1.3,0.7,0,0,0,0,0.7,2.7,6.7,10.7,14,20,12.7,12.7,8.7,10,3.3,3.3,1.3,2,2,2,0.7,0,0,1.3,8.7,5.3,4.7,3.3,2,0.7,2,2,0.7,0.7,0.7,0
522500,184500,"Willesden U.D.","Willesden U.D.",1,4.2,4.5,2.1,0.7,0,0,0.3,0,0,0.3,0,0,0.3,0,1.7,7.6,28.1,40.2,31.2,19.7,15.6,12.8,6.6,3.8,1.7,2.8,1.4,1.4,1,0.7,0.7,0.7,2.8,8.3,7.3,3.1,1.7,1.7,1.7,0.7,0.7,0.3,0,0.3,0.7
524500,171500,"Wimbledon M.B.","Wimbledon M.B.",0,4.1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,5.1,15.3,25.6,39.9,13.3,14.3,10.2,10.2,2,1,2,0,0,1,0,1,2,9.2,12.3,14.3,4.1,7.2,1,2,3.1,0,1,0,0,0
448500,129500,"Winchester M.B.","Winchester M.B.",2.3,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,2.3,4.6,9.2,13.8,2.3,4.6,4.6,16.1,6.9,4.6,0,0,2.3,2.3,0,0,0,0,0,13.8,6.9,4.6,4.6,2.3,0,2.3,0,0,0,0,0
500500,158500,"Woking U.D.","Woking U.D.",0,0,2.2,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,6.6,15.4,11,8.8,11,2.2,4.4,6.6,0,0,4.4,2.2,0,0,0,2.2,4.4,4.4,4.4,4.4,2.2,4.4,0,0,0,0,0,0,0
385500,348500,"Wolstanton United U.D.","Wolstanton United U.D.",0,11.7,7.8,3.9,1.9,0,0,0,0,0,0,0,0,0,0,0,1.9,3.9,36.9,44.7,33,15.5,7.8,1.9,1.9,0,0,0,0,0,0,0,1.9,1.9,0,7.8,7.8,15.5,11.7,5.8,0,0,1.9,0,0,1.9
391500,298500,"Wolverhampton","Wolverhampton",0.6,3.4,1.7,6.2,0.6,1.1,0,0,0,0.6,0.6,0.6,0.6,0.6,0,0.6,0.6,6.8,18.1,32.9,34.6,36.3,36.3,18.1,7.4,6.8,0,0.6,0.6,0,1.1,1.1,1.7,16.4,18.1,21,14.2,7.9,7.4,5.1,2.8,0,1.1,0,0,0
530500,190500,"Wood Green U.D.","Wood Green U.D.",0,1.1,1.1,2.2,0,1.1,0,1.1,1.1,0,0,0,0,2.2,8.7,8.7,21.8,27.2,30.5,17.4,13.1,10.9,4.4,6.5,1.1,2.2,0,0,1.1,0,1.1,0,2.2,6.5,6.5,8.7,19.6,13.1,3.3,4.4,2.2,1.1,1.1,0,2.2,0
385500,255500,"Worcester","Worcester",0,2.3,2.3,4.7,0,0,1.2,1.2,0,0,0,0,0,0,0,0,3.5,24.6,37.4,39.8,15.2,23.4,14,7,3.5,2.3,1.2,2.3,0,0,1.2,0,0,0,1.2,4.7,12.9,8.2,3.5,4.7,0,0,1.2,1.2,1.2,0
295500,527500,"Workington M.B.","Workington M.B.",0,2.1,6.3,4.2,10.5,0,0,2.1,0,0,0,0,0,0,2.1,2.1,0,4.2,10.5,6.3,8.4,21,16.8,21,2.1,2.1,2.1,2.1,2.1,0,0,0,0,6.3,18.9,29.4,29.4,18.9,4.2,8.4,6.3,14.7,8.4,2.1,4.2,0
458500,379500,"Worksop U.D.","Worksop U.D.",0,0,5.1,0,5.1,0,0,0,0,0,0,0,0,0,0,0,2.5,0,10.2,28,84,101.8,40.7,17.8,7.6,5.1,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,2.5,2.5,0,0,5.1,0,0
513500,103500,"Worthing M.B.","Worthing M.B.",0,0,1.8,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,7.2,41.7,21.7,21.7,5.4,9.1,9.1,5.4,0,0,1.8,0,1.8,1.8,0,0,3.6,9.1,5.4,10.9,5.4,1.8,0,0,0,3.6,0,0,1.8
459500,451500,"York","York",0,2.9,2.9,3.6,2.9,0,0.7,0,0,0,0,0,0.7,0,0,2.9,7.1,20.7,32.1,30.7,15,10.7,3.6,2.1,5,5,5,5,2.1,0,0,0,0.7,2.1,5.7,9.3,4.3,2.9,0,3.6,0,1.4,0,0,1.4,0.7
